locus_id	primary_name	category
b2934	cmtB	y-ome
b2935	tktA	well-annotated
b2936	loiP	well-annotated
b2937	speB	well-annotated
b2938	speA	well-annotated
b2939	yqgB	y-ome
b2940	yqgC	y-ome
b2941	yqgD	y-ome
b2942	metK	well-annotated
b2943	galP	well-annotated
b2944	yggI, sprT	y-ome
b2945	endA	well-annotated
b2946	rsmE	well-annotated
b2947	gshB	well-annotated
b2948	yqgE	y-ome
b2949	yqgF	well-annotated
b2950	yggR	y-ome
b2951	yggS	well-annotated
b2952	yggT	y-ome
b2953	yggU	y-ome
b2954	rdgB	well-annotated
b2955	yggW	y-ome
b2956	yggM	y-ome
b2957	ansB	well-annotated
b2958	yggN	y-ome
b2959	yggL	y-ome
b2960	trmI, trmB	well-annotated
b2961	mutY	well-annotated
b2962	yggX	y-ome
b2963	mltC	well-annotated
b2964	nupG	well-annotated
b2965	speC	well-annotated
b2966	yqgA	y-ome
b2967	pheV	well-annotated
b2968	yghD	y-ome
b2969	yghE, yghE'	excluded
b2970	yghF, yghF'	excluded
b2971	yghG	y-ome
b2972	pppA	y-ome
b2975	glcA	well-annotated
b2976	glcB	well-annotated
b2977	glcG	y-ome
b2979	glcD	y-ome
b2980	glcC	well-annotated
b2981	yghO, yghO'	excluded
b2982	insH-9, insH15, insH9, insH1	well-annotated
b2983	yghQ	y-ome
b2984	yghR	y-ome
b2985	yghS	y-ome
b2986	yghT	y-ome
b2987	pitB	well-annotated
b2988	gss	well-annotated
b2989	yghU	well-annotated
b2990	hybG	well-annotated
b2991	hybF	y-ome
b2992	hybE	y-ome
b2993	hybD	y-ome
b2994	hybC	well-annotated
b2995	hybB	well-annotated
b2996	hybA	well-annotated
b2997	hybO	well-annotated
b2998	yghW	y-ome
b2999	yghX_1	excluded
b3000	yghX_2	excluded
b3001	gpr	well-annotated
b3002	yqhA	y-ome
b3003	yghA	well-annotated
b3004		excluded
b3005	exbD	well-annotated
b3006	exbB	well-annotated
b3007		excluded
b3008	metC	well-annotated
b3009	yghB	well-annotated
b3010	yqhC	well-annotated
b3011	yqhD	well-annotated
b3012	dkgA	well-annotated
b3013	yqhG	y-ome
b3014	yqhH	y-ome
b3017	ftsP	well-annotated
b3018	plsC	well-annotated
b3019	parC	well-annotated
b3020	ygiS	well-annotated
b3021	mqsA	well-annotated
b3022	mqsR	well-annotated
b3023	ygiV	well-annotated
b3024	ygiW	y-ome
b3025	qseB	well-annotated
b3026	qseC	well-annotated
b3027	ygiZ	y-ome
b3028	mdaB	well-annotated
b3029	ygiN	y-ome
b3030	parE	well-annotated
b3031	yqiA	well-annotated
b3032	cpdA	well-annotated
b3033	yqiB	y-ome
b3034	nudF	well-annotated
b3035	tolC	well-annotated
b3036	ygiA	y-ome
b3037	ygiB	y-ome
b3038	ygiC	y-ome
b3039	ygiD	well-annotated
b3040	zupT	well-annotated
b3041	ribB	well-annotated
b3042	ubiK, yqiC	y-ome
b3043	ygiL	y-ome
b3044	insC-5, insC9, insC5, insC1	well-annotated
b3045	insD-5, insD9, insD5, insD1	well-annotated
b3046	yqiG, yqiG'	excluded
b3047	yqiH	y-ome
b3048	yqiI	y-ome
b3049	glgS	y-ome
b3050	yqiJ	y-ome
b3051	yqiK	y-ome
b3052	rfaE, hldE	well-annotated
b3053	glnE	well-annotated
b3054	ygiF	well-annotated
b3055	ygiM	y-ome
b3056	cca	well-annotated
b3057	bacA, uppP	well-annotated
b3058	folB	well-annotated
b3059	ygiH, plsY	y-ome
b3060	ttdR	well-annotated
b3061	ttdA	well-annotated
b3062	ttdB	well-annotated
b3063	ttdT	well-annotated
b3064	tsaD	well-annotated
b3065	rpsU	well-annotated
b3066	dnaG	well-annotated
b3067	rpoD	well-annotated
b3068	mug	well-annotated
b3069	ileX	well-annotated
b3070	yqjH	well-annotated
b3071	yqjI	well-annotated
b3072	aer	well-annotated
b3073	patA	well-annotated
b3074	ygjH	y-ome
b3075	ebgR	well-annotated
b3076	ebgA	excluded
b3077	ebgC	excluded
b3078	ygjI	y-ome
b3079	ygjJ	y-ome
b3080	ygjK	well-annotated
b3081	fadH	well-annotated
b3082	higA	well-annotated
b3083	higB	well-annotated
b3084	rlmG	well-annotated
b3085	ygjP	y-ome
b3086	ygjQ	y-ome
b3087	ygjR	y-ome
b3088	alx	y-ome
b3089	sstT	well-annotated
b3090	ygjV	y-ome
b3091	uxaA	well-annotated
b3092	uxaC	well-annotated
b3093	exuT	well-annotated
b3094	exuR	well-annotated
b3095	yqjA	well-annotated
b3096	mzrA	well-annotated
b3097	yqjC	y-ome
b3098	yqjD	y-ome
b3099	yqjE	y-ome
b3100	yqjK	y-ome
b3101	yqjF	y-ome
b3102	yqjG	well-annotated
b3103	yhaH	y-ome
b3104	yhaI	y-ome
b3105	yhaJ	well-annotated
b3106	yhaK	y-ome
b3107	yhaL	y-ome
b3110	yhaO, dlsT	y-ome
b3113	tdcF	y-ome
b3114	tdcE	well-annotated
b3115	tdcD	well-annotated
b3116	tdcC	well-annotated
b3117	tdcB	well-annotated
b3118	tdcA	well-annotated
b3119	tdcR	well-annotated
b3120	yhaB	y-ome
b3121	yhaC	y-ome
b3123	rnpB	well-annotated
b3124	garK	well-annotated
b3125	garR	well-annotated
b3126	garL	well-annotated
b3127	garP	well-annotated
b3128	garD	well-annotated
b3129	prlF	well-annotated
b3130	yhaV	well-annotated
b3131	agaR	well-annotated
b3132	kbaZ	well-annotated
b3133	agaV	excluded
b3134	agaW, agaW'	excluded
b3135	agaA, agaA'	excluded
b3136	agaS	y-ome
b3137	kbaY	well-annotated
b3138	agaB	excluded
b3139	agaC	excluded
b3140	agaD	excluded
b3141	agaI	y-ome
b3142	yraH	y-ome
b3143	yraI	y-ome
b3144	yraJ	y-ome
b3145	yraK	y-ome
b3146	rsmI	well-annotated
b3147	lpoA	well-annotated
b3148	yraN	y-ome
b3149	diaA	well-annotated
b3150	yraP	y-ome
b3151	yraQ	y-ome
b3152	yraR	y-ome
b3153	yhbO	well-annotated
b3154	yhbP	y-ome
b3155	yhbQ	well-annotated
b3156	yhbS	y-ome
b3157	yhbT	y-ome
b3158	yhbU	y-ome
b3159	yhbV	y-ome
b3160	yhbW	y-ome
b3161	mtr	well-annotated
b3162	deaD	well-annotated
b3163	nlpI	well-annotated
b3164	pnp	well-annotated
b3165	rpsO	well-annotated
b3166	truB	well-annotated
b3167	rbfA	well-annotated
b3168	infB	well-annotated
b3169	nusA	well-annotated
b3170	rimP	well-annotated
b3171	metY	well-annotated
b3172	argG	well-annotated
b3173	yhbX	y-ome
b3174	leuU	well-annotated
b3175	secG	well-annotated
b3176	glmM	well-annotated
b3177	folP	well-annotated
b3178	ftsH	well-annotated
b3179	rlmE	well-annotated
b3180	yhbY	well-annotated
b3181	greA	well-annotated
b3182	dacB	well-annotated
b3183	obgE	well-annotated
b3184	yhbE	y-ome
b3185	rpmA	well-annotated
b3186	rplU	well-annotated
b3187	ispB	well-annotated
b3188	sfsB	y-ome
b3189	murA	well-annotated
b3190	ibaG	well-annotated
b3191	mlaB	well-annotated
b3192	mlaC	y-ome
b3193	mlaD	well-annotated
b3194	mlaE	well-annotated
b3195	mlaF	well-annotated
b3196	yrbG	y-ome
b3197	kdsD	well-annotated
b3198	kdsC	well-annotated
b3199	lptC	well-annotated
b3200	lptA	well-annotated
b3201	lptB	well-annotated
b3202	rpoN	well-annotated
b3203	hpf	well-annotated
b3204	ptsN	well-annotated
b3205	rapZ, yhbJ	well-annotated
b3206	npr, ptsO	well-annotated
b3207	yrbL	y-ome
b3208	mtgA	well-annotated
b3209	elbB	well-annotated
b3210	arcB	well-annotated
b3211	yhcC	y-ome
b3212	gltB	well-annotated
b3213	gltD	well-annotated
b3214	gltF	y-ome
b3215	yhcA	y-ome
b3216	yhcD	y-ome
b3217	yhcE_1	excluded
b3218	insH-10, insH18, insH10, insH1	well-annotated
b3219	yhcF	y-ome
b3220	yhcG	y-ome
b3221	yhcH	y-ome
b3222	nanK	well-annotated
b3223	nanE	y-ome
b3224	nanT	well-annotated
b3225	nanA	well-annotated
b3226	nanR	well-annotated
b3227	dcuD	y-ome
b3228	sspB	well-annotated
b3229	sspA	well-annotated
b3230	rpsI	well-annotated
b3231	rplM	well-annotated
b3232	zapE	well-annotated
b3233	yhcB	y-ome
b3234	degQ	well-annotated
b3235	degS	well-annotated
b3236	mdh	well-annotated
b3237	argR	well-annotated
b3238	yhcN	y-ome
b3239	yhcO	y-ome
b3240	aaeB	well-annotated
b3241	aaeA	well-annotated
b3242	aaeX	y-ome
b3243	aaeR	well-annotated
b3244	tldD	y-ome
b3247	rng	well-annotated
b3248	yhdE	well-annotated
b3249	mreD	y-ome
b3250	mreC	well-annotated
b3251	mreB	well-annotated
b3252	csrD	well-annotated
b3253	yhdH, acuI	well-annotated
b3254		excluded
b3255	accB	well-annotated
b3256	accC	well-annotated
b3257	yhdT	y-ome
b3258	panF	well-annotated
b3259	prmA	well-annotated
b3260	dusB	well-annotated
b3261	fis	well-annotated
b3262	yhdJ	well-annotated
b3263	yhdU	y-ome
b3264	envR, acrS	well-annotated
b3265	acrE	well-annotated
b3266	acrF	well-annotated
b3267	yhdV	y-ome
b3268	yhdW, yhdW'	excluded
b3269	yhdX	y-ome
b3270	yhdY	y-ome
b3271	yhdZ	y-ome
b3272	rrfF	well-annotated
b3273	thrV	well-annotated
b3274	rrfD	well-annotated
b3275	rrlD	well-annotated
b3276	alaU	well-annotated
b3277	ileU	well-annotated
b3278	rrsD	well-annotated
b3279	yrdA	y-ome
b3280	yrdB	y-ome
b3281	aroE	well-annotated
b3282	tsaC	well-annotated
b3283	yrdD	y-ome
b3284	smg	y-ome
b3287	def	well-annotated
b3288	fmt	well-annotated
b3289	rsmB	well-annotated
b3290	trkA	well-annotated
b3291	mscL	well-annotated
b3292	zntR	well-annotated
b3293	yhdN	y-ome
b3294	rplQ	well-annotated
b3295	rpoA	well-annotated
b3296	rpsD	well-annotated
b3297	rpsK	well-annotated
b3298	rpsM	well-annotated
b3299	rpmJ	well-annotated
b3300	secY	well-annotated
b3301	rplO	well-annotated
b3302	rpmD	well-annotated
b3303	rpsE	well-annotated
b3304	rplR	well-annotated
b3305	rplF	well-annotated
b3306	rpsH	well-annotated
b3307	rpsN	well-annotated
b3308	rplE	well-annotated
b3309	rplX	well-annotated
b3310	rplN	well-annotated
b3311	rpsQ	well-annotated
b3312	rpmC	well-annotated
b3313	rplP	well-annotated
b3314	rpsC	well-annotated
b3315	rplV	well-annotated
b3316	rpsS	well-annotated
b3317	rplB	well-annotated
b3318	rplW	well-annotated
b3319	rplD	well-annotated
b3320	rplC	well-annotated
b3321	rpsJ	well-annotated
b3322	gspB	y-ome
b3323	gspA	excluded
b3324	gspC	excluded
b3325	gspD	excluded
b3326	gspE	excluded
b3327	gspF	excluded
b3328	gspG	excluded
b3329	gspH	excluded
b3330	gspI	excluded
b3331	gspJ	excluded
b3332	gspK	excluded
b3333	gspL	excluded
b3334	gspM	excluded
b3335	gspO	well-annotated
b3336	bfr	well-annotated
b3337	bfd	y-ome
b3338	chiA	well-annotated
b3339	tufA	well-annotated
b3340	fusA	well-annotated
b3341	rpsG	well-annotated
b3342	rpsL	well-annotated
b3343	tusB	well-annotated
b3344	tusC	well-annotated
b3345	tusD	well-annotated
b3346	yheO	y-ome
b3347	fkpA	well-annotated
b3348	slyX	y-ome
b3349	slyD	well-annotated
b3350	kefB	well-annotated
b3351	kefG	y-ome
b3352	yheS	y-ome
b3353	yheT	y-ome
b3354	yheU	y-ome
b3355	prkB	y-ome
b3356	yhfA	y-ome
b3357	crp	well-annotated
b3358	yhfK	y-ome
b3359	argD	well-annotated
b3360	pabA	well-annotated
b3361	fic	y-ome
b3362	yhfG	y-ome
b3363	ppiA	well-annotated
b3364	tsgA	y-ome
b3365	nirB	well-annotated
b3366	nirD	well-annotated
b3367	nirC	well-annotated
b3368	cysG	well-annotated
b3369	yhfL	y-ome
b3370	frlA	y-ome
b3371	frlB	well-annotated
b3374	frlD	well-annotated
b3375	frlR	y-ome
b3376	yhfS	y-ome
b3377	yhfT	y-ome
b3378	yhfU	y-ome
b3379	php	y-ome
b3380	yhfW	y-ome
b3381	yhfX	y-ome
b3382	yhfY	y-ome
b3383	yhfZ	y-ome
b3384	trpS	well-annotated
b3385	gph	well-annotated
b3386	rpe	well-annotated
b3387	dam	well-annotated
b3388	damX	well-annotated
b3389	aroB	well-annotated
b3390	aroK	well-annotated
b3391	hofQ	y-ome
b3392	hofP	y-ome
b3393	hofO	y-ome
b3394	hofN	y-ome
b3395	hofM	y-ome
b3396	mrcA	well-annotated
b3397	nudE	well-annotated
b3398	yrfF	y-ome
b3399	yrfG	well-annotated
b3400	hslR	well-annotated
b3401	hslO	well-annotated
b3402	yhgE	y-ome
b3403	pck, pckA	well-annotated
b3404	envZ	well-annotated
b3405	ompR	well-annotated
b3406	greB	well-annotated
b3407	yhgF	y-ome
b3408	feoA	well-annotated
b3409	feoB	well-annotated
b3410	feoC	y-ome
b3411	rpnA, yhgA	well-annotated
b3412	bioH	well-annotated
b3413	yhgH, gntX	y-ome
b3414	nfuA	well-annotated
b3415	gntT	well-annotated
b3416	malQ	well-annotated
b3417	malP	well-annotated
b3418	malT	well-annotated
b3421	rtcB	well-annotated
b3422	rtcR	well-annotated
b3423	glpR, glpR'	well-annotated
b3424	glpG	well-annotated
b3425	glpE	well-annotated
b3426	glpD	well-annotated
b3427	yzgL, yzgL'	excluded
b3428	glgP	well-annotated
b3429	glgA	well-annotated
b3430	glgC	well-annotated
b3431	glgX	well-annotated
b3432	glgB	well-annotated
b3433	asd	well-annotated
b3434	yhgN	y-ome
b3437	gntK	well-annotated
b3438	gntR	well-annotated
b3439	yhhW	well-annotated
b3440	yhhX	y-ome
b3441	yhhY, aaaT	well-annotated
b3442	yhhZ	y-ome
b3443	yrhA, yrhA'	excluded
b3444	insA-6, insA5, insA6, insA	well-annotated
b3445	insB-6, insB5, insB6, insB1	well-annotated
b3446	yrhB	y-ome
b3447	ggt	well-annotated
b3448	yhhA	y-ome
b3449	ugpQ	well-annotated
b3450	ugpC	well-annotated
b3451	ugpE	well-annotated
b3452	ugpA	well-annotated
b3453	ugpB	well-annotated
b3454	livF	well-annotated
b3455	livG	well-annotated
b3456	livM	well-annotated
b3457	livH	well-annotated
b3458	livK	well-annotated
b3459	panZ, panM	well-annotated
b3460	livJ	well-annotated
b3461	rpoH	well-annotated
b3462	ftsX	well-annotated
b3463	ftsE	well-annotated
b3464	ftsY	well-annotated
b3465	rsmD	well-annotated
b3466	yhhL	y-ome
b3467	yhhM	y-ome
b3468	yhhN	y-ome
b3469	zntA	well-annotated
b3470	tusA	well-annotated
b3471	yhhQ	well-annotated
b3472	dcrB	y-ome
b3473	yhhS	y-ome
b3474	yhhT	y-ome
b3475	acpT	well-annotated
b3476	nikA	well-annotated
b3477	nikB	well-annotated
b3478	nikC	well-annotated
b3479	nikD	well-annotated
b3480	nikE	well-annotated
b3481	nikR	well-annotated
b3482	rhsB	y-ome
b3483	yhhH	y-ome
b3484	yhhI	y-ome
b3485	yhhJ	y-ome
b3486	rbbA	well-annotated
b3487	yhiI	y-ome
b3488	yhiJ	y-ome
b3489	yhiK	excluded
b3490	yhiL	y-ome
b3491	yhiM	y-ome
b3492	yhiN	y-ome
b3493	pitA	well-annotated
b3494	uspB	y-ome
b3495	uspA	well-annotated
b3496	dtpB	well-annotated
b3497	rsmJ	well-annotated
b3498	prlC	well-annotated
b3499	rlmJ	well-annotated
b3500	gor	well-annotated
b3501	arsR	well-annotated
b3502	arsB	well-annotated
b3503	arsC	well-annotated
b3504	yhiS_2, yhiS_1, yhiS', yhiS	excluded
b3505	insH-11, insH20, insH11, insH1	well-annotated
b3506	slp	well-annotated
b3507	dctR	y-ome
b3508	yhiD	y-ome
b3509	hdeB	well-annotated
b3510	hdeA	well-annotated
b3511	hdeD	y-ome
b3512	gadE	well-annotated
b3513	mdtE	well-annotated
b3514	mdtF	well-annotated
b3515	gadW	well-annotated
b3516	gadX	well-annotated
b3517	gadA	well-annotated
b3518	ccp, yhjA	well-annotated
b3519	treF	well-annotated
b3520	yhjB	y-ome
b3521	yhjC	y-ome
b3522	yhjD	y-ome
b3523	yhjE	y-ome
b3524	yhjG	y-ome
b3525	pdeH, yhjH	well-annotated
b3526	kdgK	well-annotated
b3527	yhjJ	y-ome
b3528	dctA	well-annotated
b3529	pdeK, yhjK	y-ome
b3530	bcsC	y-ome
b3531	bcsZ	well-annotated
b3532	bcsB	well-annotated
b3533	bcsA	well-annotated
b3534	bcsQ, bcsQ'	excluded
b3535	yhjR	y-ome
b3536	bcsE	well-annotated
b3537	bcsF	y-ome
b3538	bcsG	y-ome
b3539	yhjV	y-ome
b3540	dppF	well-annotated
b3541	dppD	well-annotated
b3542	dppC	well-annotated
b3543	dppB	well-annotated
b3544	dppA	well-annotated
b3545	proK	well-annotated
b3546	eptB	well-annotated
b3547	yhjX	y-ome
b3548	yhjY	y-ome
b3549	tag	well-annotated
b3550	yiaC	y-ome
b3551	bisC	well-annotated
b3552	yiaD	y-ome
b3553	ghrB	well-annotated
b3554	yiaF	y-ome
b3555	yiaG	y-ome
b3556	cspA	well-annotated
b3557	insJ	well-annotated
b3558	insK	well-annotated
b3559	glyS	well-annotated
b3560	glyQ	well-annotated
b3561	wecH	well-annotated
b3562	yiaA	y-ome
b3563	yiaB	y-ome
b3564	xylB	well-annotated
b3565	xylA	well-annotated
b3566	xylF	well-annotated
b3567	xylG	well-annotated
b3568	xylH	well-annotated
b3569	xylR	well-annotated
b3570	bax	y-ome
b3571	malS	well-annotated
b3572	avtA	well-annotated
b3573	ysaA	y-ome
b3574	yiaJ	well-annotated
b3575	yiaK, dlgD	well-annotated
b3576	yiaL	y-ome
b3577	yiaM	well-annotated
b3578	yiaN	well-annotated
b3579	yiaO	well-annotated
b3580	lyxK, lyx	well-annotated
b3581	sgbH	well-annotated
b3582	sgbU	y-ome
b3583	sgbE	well-annotated
b3584	yiaT	y-ome
b3585	yiaU	y-ome
b3586	yiaV	y-ome
b3587	yiaW	y-ome
b3588	aldB	well-annotated
b3589	yiaY	well-annotated
b3590	selB	well-annotated
b3591	selA	well-annotated
b3592	yibF	y-ome
b3593	rhsA	y-ome
b3594	yibA	y-ome
b3595	yibJ, rhsJ', rhsJ	excluded
b3596	yibG	y-ome
b3597	yibH	y-ome
b3598	yibI	y-ome
b3599	mtlA	well-annotated
b3600	mtlD	well-annotated
b3601	mtlR	well-annotated
b3602	yibL	y-ome
b3603	lldP	well-annotated
b3604	lldR	well-annotated
b3605	lldD	well-annotated
b3606	trmL	well-annotated
b3607	cysE	well-annotated
b3608	gpsA	well-annotated
b3609	secB	well-annotated
b3610	grxC	well-annotated
b3611	yibN	y-ome
b3612	gpmM, gpmI	well-annotated
b3613	envC	well-annotated
b3614	yibQ	y-ome
b3615	waaH, yibD	well-annotated
b3616	tdh	well-annotated
b3617	kbl	well-annotated
b3618	htrL, yibB	y-ome
b3619	rfaD, hldD	well-annotated
b3620	waaF, rfaF	well-annotated
b3621	waaC, rfaC	well-annotated
b3622	waaL, rfaL	well-annotated
b3623	waaU	well-annotated
b3624	waaZ, rfaZ	well-annotated
b3625	waaY, rfaY	well-annotated
b3626	waaJ, waaR, rfaJ	well-annotated
b3627	waaO, rfaI	well-annotated
b3628	waaB, rfaB	well-annotated
b3629	waaS, rfaS	well-annotated
b3630	waaP, rfaP	well-annotated
b3631	waaG, rfaG	well-annotated
b3632	waaQ, rfaQ	well-annotated
b3633	waaA	well-annotated
b3634	coaD	well-annotated
b3635	mutM	well-annotated
b3636	rpmG	well-annotated
b3637	rpmB	well-annotated
b3638	yicR	y-ome
b3639	dfp, coaBC	well-annotated
b3640	dut	well-annotated
b3641	slmA	well-annotated
b3642	pyrE	well-annotated
b3643	rph, rph'	well-annotated
b3644	yicC	y-ome
b3645	dinD	y-ome
b3646	yicG	y-ome
b3647	ligB	well-annotated
b3648	gmk	well-annotated
b3649	rpoZ	well-annotated
b3650	spoT	well-annotated
b3651	trmH	well-annotated
b3652	recG	well-annotated
b3653	gltS	well-annotated
b3654	xanP	well-annotated
b3655	yicH	y-ome
b3656	yicI	well-annotated
b3657	yicJ	y-ome
b3658	selC	well-annotated
b3659	setC	y-ome
b3660	yicL	y-ome
b3661	nlpA	y-ome
b3662	nepI	well-annotated
b3663	yicN	y-ome
b3664	adeQ	well-annotated
b3665	adeD, ade	well-annotated
b3666	uhpT	well-annotated
b3667	uhpC	well-annotated
b3668	uhpB	well-annotated
b3669	uhpA	well-annotated
b3670	ilvN	well-annotated
b3671	ilvB	well-annotated
b3672	ivbL	well-annotated
b3673	emrD	well-annotated
b3674	yidF	y-ome
b3675	yidG	y-ome
b3676	yidH	y-ome
b3677	yidI	y-ome
b3678	yidJ	y-ome
b3679	yidK	y-ome
b3680	yidL	y-ome
b3681	glvG	y-ome
b3682	glvB	excluded
b3683	glvC, glvC'	excluded
b3684	yidP	y-ome
b3685	yidE	y-ome
b3686	ibpB	well-annotated
b3687	ibpA	well-annotated
b3688	yidQ	y-ome
b3689	yidR	y-ome
b3690	cbrA	y-ome
b3691	dgoT	y-ome
b3693	dgoK	well-annotated
b3696	yidX	y-ome
b3697	yidA	well-annotated
b3698	yidB	y-ome
b3699	gyrB	well-annotated
b3700	recF	well-annotated
b3701	dnaN	well-annotated
b3702	dnaA	well-annotated
b3703	rpmH	well-annotated
b3704	rnpA	well-annotated
b3705	yidC	well-annotated
b3706	mnmE	well-annotated
b3707	tnaC	y-ome
b3708	tnaA	well-annotated
b3709	tnaB	well-annotated
b3710	mdtL	well-annotated
b3711	yidZ	y-ome
b3712	yieE	y-ome
b3713	yieF, chrR	well-annotated
b3714	adeP	well-annotated
b3715	yieH	well-annotated
b3716	cbrB	y-ome
b3717	cbrC	y-ome
b3718	yieK	y-ome
b3719	yieL	y-ome
b3720	bglH	well-annotated
b3721	bglB	well-annotated
b3722	bglF	well-annotated
b3723	bglG	well-annotated
b3724	phoU	well-annotated
b3725	pstB	well-annotated
b3726	pstA	well-annotated
b3727	pstC	well-annotated
b3728	pstS	well-annotated
b3729	glmS	well-annotated
b3730	glmU	well-annotated
b3731	atpC	well-annotated
b3732	atpD	well-annotated
b3733	atpG	well-annotated
b3734	atpA	well-annotated
b3735	atpH	well-annotated
b3736	atpF	well-annotated
b3737	atpE	well-annotated
b3738	atpB	well-annotated
b3739	atpI	well-annotated
b3740	rsmG	well-annotated
b3741	mnmG	well-annotated
b3742	mioC	well-annotated
b3743	asnC	well-annotated
b3744	asnA	well-annotated
b3745	viaA	well-annotated
b3746	ravA	well-annotated
b3747	kup	well-annotated
b3748	rbsD	well-annotated
b3749	rbsA	well-annotated
b3750	rbsC	well-annotated
b3751	rbsB	well-annotated
b3752	rbsK	well-annotated
b3753	rbsR	well-annotated
b3754	hsrA	y-ome
b3755	yieP	y-ome
b3756	rrsC	well-annotated
b3757	gltU	well-annotated
b3758	rrlC	well-annotated
b3759	rrfC	well-annotated
b3760	aspT	well-annotated
b3761	trpT	well-annotated
b3764	maoP, yifE	y-ome
b3765	yifB	y-ome
b3766	ilvL	well-annotated
b3767	ilvG_1	excluded
b3768	ilvG_2	excluded
b3769	ilvM	well-annotated
b3770	ilvE	well-annotated
b3771	ilvD	well-annotated
b3772	ilvA	well-annotated
b3773	ilvY	well-annotated
b3774	ilvC	well-annotated
b3775	ppiC	well-annotated
b3776	yifO	y-ome
b3777	yifN, yifN'	excluded
b3778	rep	well-annotated
b3779	gpp, gppA	well-annotated
b3780	rhlB	well-annotated
b3781	trxA	well-annotated
b3782	rhoL	y-ome
b3783	rho	well-annotated
b3784	rfe, wecA	well-annotated
b3785	wzzE	well-annotated
b3786	wecB	well-annotated
b3787	wecC	well-annotated
b3788	rffG	well-annotated
b3789	rffH	well-annotated
b3790	rffC, wecD	well-annotated
b3791	wecE	well-annotated
b3792	wzxE	well-annotated
b3793	wzyE	well-annotated
b3794	rffM, wecG	well-annotated
b3795	yifK	y-ome
b3796	argX	well-annotated
b3797	hisR	well-annotated
b3798	leuT	well-annotated
b3799	proM	well-annotated
b3800	aslB	y-ome
b3801	aslA	well-annotated
b3802	hemY	y-ome
b3803	hemX	y-ome
b3804	hemD	well-annotated
b3805	hemC	well-annotated
b3806	cyaA	well-annotated
b3807	cyaY	well-annotated
b3808	yzcX	y-ome
b3809	dapF	well-annotated
b3810	yigA	y-ome
b3811	xerC	well-annotated
b3812	yigB	well-annotated
b3813	uvrD	well-annotated
b3816	corA	well-annotated
b3817	yigF	y-ome
b3818	yigG	y-ome
b3819	rarD	y-ome
b3820	yigI	y-ome
b3821	pldA	well-annotated
b3822	recQ	well-annotated
b3823	rhtC	well-annotated
b3824	rhtB	well-annotated
b3825	pldB	well-annotated
b3826	yigL	well-annotated
b3827	bioP, yigM	well-annotated
b3828	metR	well-annotated
b3829	metE	well-annotated
b3830	ysgA	y-ome
b3831	udp	well-annotated
b3832	rmuC	y-ome
b3833	ubiE	well-annotated
b3834	ubiJ	y-ome
b3835	ubiB	y-ome
b3836	tatA	well-annotated
b3838	tatB	well-annotated
b3839	tatC	well-annotated
b3842	rfaH	well-annotated
b3843	ubiD	well-annotated
b3844	fre	well-annotated
b3845	fadA	well-annotated
b3846	fadB	well-annotated
b3847	pepQ	well-annotated
b3848	yigZ	y-ome
b3849	trkH	well-annotated
b3850	hemG	well-annotated
b3851	rrsA	well-annotated
b3852	ileT	well-annotated
b3853	alaT	well-annotated
b3854	rrlA	well-annotated
b3855	rrfA	well-annotated
b3856	mobB	well-annotated
b3857	mobA	well-annotated
b3858	yihD	y-ome
b3859	srkA	well-annotated
b3860	dsbA	well-annotated
b3861	yihF	y-ome
b3862	yihG	y-ome
b3863	polA	well-annotated
b3864	spf	well-annotated
b3865	yihA, engB	y-ome
b3866	yihI	well-annotated
b3867	hemN	well-annotated
b3868	glnG	well-annotated
b3869	glnL	well-annotated
b3870	glnA	well-annotated
b3871	bipA, typA	well-annotated
b3872	yihL	y-ome
b3873	yihM	y-ome
b3874	yihN	y-ome
b3875	ompL	y-ome
b3876	yihO	well-annotated
b3877	yihP	y-ome
b3878	yihQ	well-annotated
b3879	yihR	y-ome
b3880	yihS	well-annotated
b3881	yihT	well-annotated
b3882	yihU	well-annotated
b3883	yihV	well-annotated
b3884	yihW	y-ome
b3885	yihX	well-annotated
b3886	yihY	y-ome
b3887	dtd	well-annotated
b3888	yiiD	y-ome
b3889	yiiE	y-ome
b3890	yiiF	y-ome
b3891	fdhE	y-ome
b3892	fdoI	well-annotated
b3893	fdoH	well-annotated
b3894	fdoG	well-annotated
b3895	fdhD	well-annotated
b3896	yiiG	y-ome
b3897	frvR	y-ome
b3898	frvX	y-ome
b3899	frvB	y-ome
b3900	frvA	y-ome
b3901	rhaM	well-annotated
b3902	rhaD	well-annotated
b3903	rhaA	well-annotated
b3904	rhaB	well-annotated
b3905	rhaS	well-annotated
b3906	rhaR	well-annotated
b3907	rhaT	well-annotated
b3908	sodA	well-annotated
b3909	kdgT	well-annotated
b3910	yiiM	y-ome
b3911	cpxA	well-annotated
b3912	cpxR	well-annotated
b3915	fieF	well-annotated
b3916	pfkA	well-annotated
b3917	sbp	well-annotated
b3918	cdh	well-annotated
b3919	tpiA	well-annotated
b3920	yiiQ	y-ome
b3921	yiiR	y-ome
b3922	yiiS	y-ome
b3923	uspD	y-ome
b3924	fpr	well-annotated
b3925	glpX	well-annotated
b3926	glpK	well-annotated
b3927	glpF	well-annotated
b3928	zapB	well-annotated
b3929	rraA	well-annotated
b3930	menA	well-annotated
b3931	hslU	well-annotated
b3932	hslV	well-annotated
b3933	ftsN	well-annotated
b3934	cytR	well-annotated
b3935	priA	well-annotated
b3936	rpmE	well-annotated
